,Unnamed: 0,Unnamed: 0.1,row_i,thing, preferredLabel, index,cw_number,cw1_dateModified,cw1_category,cw2_dateModified,cw2_category,cw3_dateModified,cw3_category,cw4_dateModified,cw4_category,cw5_dateModified,cw5_category,cw6_dateModified,cw6_category,cw7_dateModified,cw7_category,cw8_dateModified,cw8_category,cw9_dateModified,cw9_category,cw10_dateModified,cw10_category,cw11_dateModified,cw11_category,cw12_dateModified,cw12_category,cw13_dateModified,cw13_category,cw14_dateModified,cw14_category,cw15_dateModified,cw15_category,cw16_dateModified,cw16_category,cw17_dateModified,cw17_category,cw18_dateModified,cw18_category,cw19_dateModified,cw19_category,cw20_dateModified,cw20_category,unique_categories,non_sport_categories,non_sport_category_count
26,26,26,26,3d5e63ec-1f4f-c24c-86ad-fd5d54e014f6, Handball, http://www.bbc.co.uk/sport/handball,20,2019-10-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-10-29,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-11-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-01-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-01-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-01-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-04-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-03-25,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2018-01-19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-01-18,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-01-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-08-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-08-12,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-07-12,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw3_category', 'cw4_category', 'cw12_category', 'cw13_category', 'cw14_category', 'cw15_category', 'cw16_category', 'cw19_category', 'cw20_category']",9
28,28,28,28,f7f03b3a-9902-8c4f-aa19-4eb4fb121dba, Bristol Rovers, http://www.bbc.co.uk/sport/football/teams/bristol-rovers,20,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw11_category'],1
29,29,29,29,0350ec6a-76af-4d2b-80f5-396998ce775b, Brazilian Sê©rie A, http://www.bbc.co.uk/sport/football/brazilian-league,10,2019-10-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-04,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-01,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2018-08-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-12-22,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2017-08-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,,,,,,,,,"['cw6_category', 'cw9_category']",2
34,34,34,34,abb65521-4d89-4881-aa11-d763bf3ff92d, CONCACAF Champions League, http://www.bbc.co.uk/sport/football/concacaf-champions-league,1,2019-06-24,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cw1_category'],1
36,36,36,36,b773195a-9880-4773-88d4-50d36260fe12, Rugby Union, http://www.bbc.co.uk/sport/rugby-union,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw15_category', 'cw17_category']",2
38,38,38,38,da152cb0-5edd-4d9a-824a-c32e4ebd923b, Paris Saint Germain, http://www.bbc.co.uk/sport/football/teams/paris-st-germain,20,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw18_category', 'cw19_category']",2
40,40,40,40,6dc681ec-3b9b-2942-9042-f514c00a1f64, Aldershot Town, http://www.bbc.co.uk/sport/football/teams/aldershot-town,20,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw1_category'],1
44,44,44,44,7a230020-66f2-4b36-8e3d-6b8cbbddf913, ICC World Cup, http://www.bbc.co.uk/sport/cricket/world-cup,20,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-29,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-11-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-09-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/Feature,2019-12-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-08-28,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-24,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-20,http://www.bbc.co.uk/ontologies/applicationlogic-news/Analysis,,"['cw1_category', 'cw2_category', 'cw4_category', 'cw6_category', 'cw7_category', 'cw8_category', 'cw9_category', 'cw10_category', 'cw14_category', 'cw15_category', 'cw16_category', 'cw17_category', 'cw18_category', 'cw19_category', 'cw20_category']",15
49,49,49,49,e681e822-b849-0243-b698-1b9afe3f3858, Hockey, http://www.bbc.co.uk/sport/hockey,20,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw2_category', 'cw3_category', 'cw4_category', 'cw5_category', 'cw7_category', 'cw17_category', 'cw18_category', 'cw19_category', 'cw20_category']",9
50,50,50,50,03bc2e07-f0ba-4238-9342-15df338d9759, Belgium, http://www.bbc.co.uk/sport/football/teams/belgium,20,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-08,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-22,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-05,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-04,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-25,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw2_category', 'cw11_category', 'cw15_category', 'cw18_category', 'cw19_category']",6
51,51,51,51,05ec165d-2118-4664-b6c1-80087107afc0, Motorbikes, http://www.bbc.co.uk/sport/northern-ireland/motorbikes,20,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw3_category', 'cw8_category', 'cw9_category', 'cw12_category', 'cw13_category']",5
52,52,52,52,bef8a4b5-1ad1-4347-b665-edf581ab7350, Cardiff City, http://www.bbc.co.uk/sport/football/teams/cardiff-city,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw2_category', 'cw4_category', 'cw8_category', 'cw9_category', 'cw10_category', 'cw12_category', 'cw15_category', 'cw19_category', 'cw20_category']",9
56,56,56,56,f1be2537-3c14-40f1-835d-82b4f6507089, Romania, http://www.bbc.co.uk/sport/football/teams/romania,20,2019-05-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-12-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,,['cw20_category'],1
57,57,57,57,2688d5c1-aa00-4abb-8b3c-345d83ce3538, Switzerland, http://www.bbc.co.uk/sport/football/teams/switzerland,20,2019-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-07,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-18,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-03-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-29,http://www.bbc.co.uk/ontologies/applicationlogic-news/Explainer,2019-01-28,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-01-25,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-12-30,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-12-28,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-07-12,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,,"['cw5_category', 'cw12_category', 'cw15_category', 'cw16_category', 'cw17_category', 'cw18_category', 'cw19_category', 'cw20_category']",8
59,59,59,59,6d397eab-9d0d-b84a-a746-8062a76649e5, Celtic, http://www.bbc.co.uk/sport/football/teams/celtic,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw16_category', 'cw17_category']",2
60,60,60,60,ba8fb808-bed3-9f4b-ba49-c164c3d3a12c, Swindon Town, http://www.bbc.co.uk/sport/football/teams/swindon-town,20,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-30,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw12_category'],1
63,63,63,63,77fd06da-b489-3040-ace3-f8ed4f19d839, Milton Keynes Dons, http://www.bbc.co.uk/sport/football/teams/milton-keynes-dons,20,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw4_category', 'cw19_category']",2
